rank,project_key,project_name,author,author_alias,attribution_link,listing_count,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
19,barkuperman/transit-overlay-subway-builder-mod,transit-overlay-subway-builder-mod,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,82,82,389,389,307,307,snapshot_2026_03_31.json,snapshot_2026_03_28.json
20,willbarouch/subwaybuilder-sydney,subwaybuilder-sydney,WillBarouch,WillBarouch,https://github.com/WillBarouch,1,82,64,155,137,73,73,snapshot_2026_03_31.json,snapshot_2026_03_28.json
21,maximilian284/subwaybuilder-es-maps,subwaybuilder-es-maps,Maximilian284,Maximilian284,https://github.com/Maximilian284,4,78,78,78,78,0,0,snapshot_2026_03_31.json,snapshot_2026_03_28.json
22,kronifer/sb-waterloo-map,sb-waterloo-map,Kronifer,Kronifer,https://github.com/Kronifer,1,70,2,122,43,52,41,snapshot_2026_03_31.json,snapshot_2026_03_28.json
23,crumpetime/sb-maps-msn,sb-maps-msn,crumpetime,crumpetime,https://github.com/crumpetime,1,69,9,104,44,35,35,snapshot_2026_03_31.json,snapshot_2026_03_28.json
24,danield1909/improvedtwincities,improvedTwinCities,DanielD1909,DanielD1909,https://github.com/DanielD1909,1,67,11,92,36,25,25,snapshot_2026_03_31.json,snapshot_2026_03_28.json
25,crumpetime/sb-maps-orf,sb-maps-orf,crumpetime,crumpetime,https://github.com/crumpetime,1,65,6,85,26,20,20,snapshot_2026_03_31.json,snapshot_2026_03_28.json
26,barkuperman/tlv-mod,TLV-mod,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,60,15,112,29,52,14,snapshot_2026_03_31.json,snapshot_2026_03_28.json
27,barkuperman/jerusalem-sb-map,jerusalem-sb-map,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,54,7,81,22,27,15,snapshot_2026_03_31.json,snapshot_2026_03_28.json
28,soccerjonj/providence,Providence,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,52,4,72,13,20,9,snapshot_2026_03_31.json,snapshot_2026_03_28.json
29,nzh0172/sb-malaysia-map-pack,sb-malaysia-map-pack,nzh0172,nzh0172,https://github.com/nzh0172,1,50,11,66,27,16,16,snapshot_2026_03_31.json,snapshot_2026_03_28.json
30,soccerjonj/colorado-ski-country,Colorado-Ski-Country,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,47,5,71,12,24,7,snapshot_2026_03_31.json,snapshot_2026_03_28.json
31,soccerjonj/albany,Albany,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,44,3,53,11,9,8,snapshot_2026_03_31.json,snapshot_2026_03_28.json
32,soccerjonj/sacramento,Sacramento,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,43,0,58,0,15,0,snapshot_2026_03_31.json,snapshot_2026_03_28.json
33,crumpetime/sb-maps-xna,sb-maps-xna,crumpetime,crumpetime,https://github.com/crumpetime,1,41,0,55,0,14,0,snapshot_2026_03_31.json,snapshot_2026_03_28.json
34,soccerjonj/nashville,Nashville,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,41,0,50,0,9,0,snapshot_2026_03_31.json,snapshot_2026_03_28.json
35,soccerjonj/louisville,Louisville,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,40,0,59,0,19,0,snapshot_2026_03_31.json,snapshot_2026_03_28.json
36,crumpetime/sb-maps-las,sb-maps-las,crumpetime,crumpetime,https://github.com/crumpetime,1,28,22,52,46,24,24,snapshot_2026_03_31.json,snapshot_2026_03_28.json
37,pswbsf/piedmont-triad,piedmont-triad,PSWBSF,PSWBSF,https://github.com/PSWBSF,1,15,12,21,18,6,6,snapshot_2026_03_31.json,snapshot_2026_03_28.json
38,pswbsf/dayton-oh,dayton-oh,PSWBSF,PSWBSF,https://github.com/PSWBSF,1,7,7,7,7,0,0,snapshot_2026_03_31.json,snapshot_2026_03_28.json
39,pswbsf/wilmington-nc,wilmington-nc,PSWBSF,PSWBSF,https://github.com/PSWBSF,1,7,7,7,7,0,0,snapshot_2026_03_31.json,snapshot_2026_03_28.json
40,metatablestudios/subwaybuilder-romania,subwaybuilder-romania,metatablestudios,metatablestudios,https://github.com/metatablestudios,1,6,6,6,6,0,0,snapshot_2026_03_31.json,snapshot_2026_03_28.json
41,bobby-047/some-new-trains,Some-new-Trains,Bobby-047,Bobby-047,https://github.com/Bobby-047,1,0,0,0,0,0,0,snapshot_2026_03_31.json,snapshot_2026_03_28.json
