rank,project_key,project_name,author,author_alias,attribution_link,listing_count,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
15,transitcore/cinematic-camera,cinematic-camera,TransitCore,TransitCore,https://github.com/TransitCore,1,157,157,162,162,5,5,snapshot_2026_03_31.json,snapshot_2026_03_24.json
16,crumpetime/sb-maps-hkg,sb-maps-hkg,crumpetime,crumpetime,https://github.com/crumpetime,1,155,131,322,296,167,165,snapshot_2026_03_31.json,snapshot_2026_03_24.json
17,kronifer/sb-zurich-map,sb-zurich-map,Kronifer,Kronifer,https://github.com/Kronifer,1,155,117,275,225,120,108,snapshot_2026_03_31.json,snapshot_2026_03_24.json
18,willbarouch/subwaybuilder-sydney,subwaybuilder-sydney,WillBarouch,WillBarouch,https://github.com/WillBarouch,1,146,132,155,137,9,5,snapshot_2026_03_31.json,snapshot_2026_03_24.json
19,barkuperman/transit-overlay-subway-builder-mod,transit-overlay-subway-builder-mod,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,132,132,389,389,257,257,snapshot_2026_03_31.json,snapshot_2026_03_24.json
20,kronifer/sb-dublin-map,sb-dublin-map,Kronifer,Kronifer,https://github.com/Kronifer,1,119,81,239,175,120,94,snapshot_2026_03_31.json,snapshot_2026_03_24.json
21,crumpetime/sb-maps-msn,sb-maps-msn,crumpetime,crumpetime,https://github.com/crumpetime,1,78,27,104,44,26,17,snapshot_2026_03_31.json,snapshot_2026_03_24.json
22,maximilian284/subwaybuilder-es-maps,subwaybuilder-es-maps,Maximilian284,Maximilian284,https://github.com/Maximilian284,4,78,78,78,78,0,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
23,danield1909/improvedtwincities,improvedTwinCities,DanielD1909,DanielD1909,https://github.com/DanielD1909,1,74,23,92,36,18,13,snapshot_2026_03_31.json,snapshot_2026_03_24.json
24,kronifer/sb-waterloo-map,sb-waterloo-map,Kronifer,Kronifer,https://github.com/Kronifer,1,70,4,122,43,52,39,snapshot_2026_03_31.json,snapshot_2026_03_24.json
25,crumpetime/sb-maps-orf,sb-maps-orf,crumpetime,crumpetime,https://github.com/crumpetime,1,68,16,85,26,17,10,snapshot_2026_03_31.json,snapshot_2026_03_24.json
26,barkuperman/tlv-mod,TLV-mod,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,60,27,112,29,52,2,snapshot_2026_03_31.json,snapshot_2026_03_24.json
27,nzh0172/sb-malaysia-map-pack,sb-malaysia-map-pack,nzh0172,nzh0172,https://github.com/nzh0172,1,60,27,66,27,6,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
28,barkuperman/jerusalem-sb-map,jerusalem-sb-map,BarKuperman,BarKuperman,https://github.com/BarKuperman,1,54,18,81,22,27,4,snapshot_2026_03_31.json,snapshot_2026_03_24.json
29,soccerjonj/providence,Providence,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,52,13,72,13,20,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
30,crumpetime/sb-maps-las,sb-maps-las,crumpetime,crumpetime,https://github.com/crumpetime,1,52,46,52,46,0,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
31,soccerjonj/colorado-ski-country,Colorado-Ski-Country,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,47,11,71,12,24,1,snapshot_2026_03_31.json,snapshot_2026_03_24.json
32,soccerjonj/albany,Albany,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,44,10,53,11,9,1,snapshot_2026_03_31.json,snapshot_2026_03_24.json
33,soccerjonj/sacramento,Sacramento,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,43,0,58,0,15,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
34,crumpetime/sb-maps-xna,sb-maps-xna,crumpetime,crumpetime,https://github.com/crumpetime,1,41,0,55,0,14,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
35,soccerjonj/nashville,Nashville,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,41,0,50,0,9,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
36,soccerjonj/louisville,Louisville,soccerjonj,soccerjonj,https://github.com/soccerjonj,1,40,0,59,0,19,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
37,pswbsf/piedmont-triad,piedmont-triad,PSWBSF,PSWBSF,https://github.com/PSWBSF,1,21,18,21,18,0,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
38,pswbsf/dayton-oh,dayton-oh,PSWBSF,PSWBSF,https://github.com/PSWBSF,1,7,7,7,7,0,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
39,pswbsf/wilmington-nc,wilmington-nc,PSWBSF,PSWBSF,https://github.com/PSWBSF,1,7,7,7,7,0,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
40,metatablestudios/subwaybuilder-romania,subwaybuilder-romania,metatablestudios,metatablestudios,https://github.com/metatablestudios,1,6,6,6,6,0,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
41,bobby-047/some-new-trains,Some-new-Trains,Bobby-047,Bobby-047,https://github.com/Bobby-047,1,0,0,0,0,0,0,snapshot_2026_03_31.json,snapshot_2026_03_24.json
